movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
movie_0057,Mission Dream,Movie,Biography,Not Specified,2017,82,TV-14,Spanish,USA,5.9,"4,186,498","7,674,756",1,6,TRUE,2021-10-30,FALSE
movie_0058,Day Mystery,Stand-up Comedy,Drama,Not Specified,2020,57,R,English,USA,6.6,"68,373","28,637",1,6,TRUE,2022-10-16,FALSE
movie_0059,Night Secret,TV Series,Romance,Sci-Fi,1992,580,TV-14,French,USA,6.3,"68,373","28,637",4,42,TRUE,2020-08-24,FALSE
movie_0060,Night Warrior,TV Series,Biography,Not Specified,1993,44,PG-13,English,USA,4.9,"68,373","28,637",10,46,FALSE,2024-08-08,FALSE
movie_0061,Journey Night,Movie,Drama,Not Specified,2017,100,TV-MA,English,UK,6.9,"11,264,097","28,637",1,6,FALSE,2021-11-25,FALSE
movie_0062,Phoenix Mission,Movie,Action,Not Specified,2012,129,TV-Y,English,USA,4.4,"4,494,260","53,848,956",1,6,FALSE,2022-08-16,FALSE
movie_0063,Hero Kingdom,Movie,Adventure,Not Specified,1997,165,G,Hindi,UK,6.9,"1,360,448","656,952",1,6,FALSE,2021-04-22,FALSE
movie_0064,Last City,Documentary,Animation,Crime,1994,115,TV-PG,Japanese,South Korea,5.8,"68,373","28,637",1,6,FALSE,2021-07-03,FALSE
movie_0065,Day Queen,Movie,Sport,Not Specified,1991,109,TV-14,Italian,USA,0.5,"11,397,312","32,147,534",1,6,TRUE,2024-11-16,FALSE
movie_0066,Adventure King,Movie,Comedy,Romance,2013,104,TV-14,English,Canada,7.9,"4,687,811","26,772,080",1,6,FALSE,2022-06-24,FALSE
movie_0067,Story Mystery,TV Series,Crime,Not Specified,2005,50,PG,English,USA,6.8,"68,373","28,637",2,73,FALSE,2023-05-21,FALSE
movie_0068,Secret Night,TV Series,Horror,Not Specified,1994,46,R,English,USA,7.5,"68,373","28,637",5,44,FALSE,2021-10-22,FALSE
movie_0069,An Quest,TV Series,Documentary,Not Specified,2020,42,NC-17,Spanish,South Korea,8.1,"68,373","28,637",9,6,FALSE,2024-02-13,FALSE
movie_0070,Battle City,Documentary,Biography,Not Specified,2023,81,R,Hindi,France,6.5,"68,373","28,637",1,6,FALSE,2022-12-31,TRUE
movie_0071,Phoenix Ice,TV Series,Music,Sci-Fi,2016,70,TV-MA,English,Canada,6.7,"68,373","28,637",3,79,TRUE,2024-06-17,FALSE
movie_0072,Storm Warrior,Limited Series,Sci-Fi,Drama,2015,73,TV-14,French,South Korea,0.5,"68,373","28,637",14,75,FALSE,2021-06-09,FALSE
movie_0073,House Family,TV Series,Action,Not Specified,2021,42,TV-PG,German,Canada,4.8,"68,373","28,637",5,121,TRUE,2023-03-24,FALSE
movie_0074,Dark Ice,Movie,Comedy,Not Specified,2005,150,PG,English,Canada,0.5,"1,915,176","3,628,760",1,6,TRUE,2021-11-07,FALSE
movie_0075,War Hero,TV Series,Animation,Crime,2016,18,TV-PG,English,USA,6.5,"68,373","28,637",1,177,FALSE,2023-04-21,TRUE
movie_0076,Empire Battle,Movie,Family,Documentary,2023,108,G,English,USA,6.8,"20,837,483","4,643,156",1,6,TRUE,2023-05-30,FALSE
movie_0077,Our Battle,TV Series,War,History,2018,26,TV-14,English,USA,6.4,"68,373","28,637",5,95,TRUE,2024-12-03,FALSE
movie_0078,Little War,Movie,Fantasy,Mystery,1999,143,NC-17,Hindi,USA,0.5,"1,035,450","28,637",1,6,FALSE,2022-03-30,FALSE
movie_0079,Mission Dream,Movie,War,Not Specified,2005,414,TV-G,Hindi,USA,5.9,"4,204,348","24,367,896",1,6,FALSE,2021-02-07,FALSE
movie_0080,Day Queen,Movie,Documentary,Documentary,2014,89,TV-Y,English,USA,7.8,"5,453,306","32,981,493",1,6,FALSE,2022-12-26,FALSE
movie_0081,Mission Fire,Movie,Documentary,Not Specified,2023,119,TV-14,Italian,Japan,7.8,"22,471,820","5,603,722",1,6,FALSE,2021-06-05,FALSE
movie_0082,Bright Phoenix,Movie,Western,Not Specified,1995,408,TV-MA,German,South Korea,4.6,"8,461,755","173,407,724",1,6,TRUE,2021-04-14,FALSE
movie_0083,Journey Phoenix,Movie,Sci-Fi,Not Specified,2024,101,TV-Y,English,USA,7,"97,100","69,320,180",1,6,TRUE,2020-08-14,TRUE
movie_0084,Night Phoenix,Movie,Documentary,Crime,1998,114,PG,English,Germany,6.8,"68,373","39,250,966",1,6,TRUE,2023-09-08,TRUE
movie_0085,Mission Secret,Stand-up Comedy,Crime,Crime,2009,44,TV-Y,Korean,USA,5.7,"68,373","28,637",1,6,FALSE,2024-05-03,TRUE
movie_0086,Big Adventure,Documentary,Biography,Family,1998,68,G,English,UK,0.6,"68,373","28,637",1,6,TRUE,2024-07-11,FALSE
movie_0087,Our Storm,Movie,Comedy,Not Specified,2010,38,PG-13,Italian,USA,6.6,"68,373","28,637",1,6,FALSE,2021-02-22,TRUE
movie_0088,Journey Love,TV Series,Sport,Not Specified,1990,63,PG-13,English,Canada,7.2,"68,373","28,637",4,79,FALSE,2023-03-02,FALSE
movie_0089,Mystery Day,Movie,Romance,Not Specified,2014,79,TV-Y7,Hindi,Japan,0.9,"44,425,136","16,348,642",1,6,TRUE,2021-06-07,TRUE
movie_0090,Ice Kingdom,Documentary,Animation,Biography,2003,107,TV-PG,English,USA,8.7,"68,373","28,637",1,6,FALSE,2021-12-24,TRUE
movie_0091,Dragon Ice,Documentary,Horror,Not Specified,1993,79,PG-13,English,Japan,4.7,"68,373","28,637",1,6,TRUE,2022-11-24,FALSE
movie_0092,Story Kingdom,TV Series,War,Not Specified,1991,35,PG,English,UK,8.8,"68,373","28,637",14,62,FALSE,2024-04-23,FALSE
movie_0093,City Queen,Movie,History,Biography,2020,101,R,English,USA,9.7,"68,373","41,795,066",1,6,TRUE,2024-03-31,FALSE
movie_0094,Dark City,Stand-up Comedy,Western,Western,1993,68,TV-Y7,English,USA,5.3,"68,373","28,637",1,6,FALSE,2021-08-03,FALSE
movie_0095,Legend Storm,TV Series,Fantasy,Not Specified,2003,32,TV-MA,English,USA,3.6,"68,373","28,637",9,76,TRUE,2025-05-06,FALSE
movie_0096,King Fire,Movie,Action,Not Specified,2018,105,G,English,UK,4.5,"8,939,550","4,931,077",1,6,FALSE,2024-06-22,TRUE
movie_0097,Secret War,Movie,Fantasy,Not Specified,2001,102,TV-Y,Hindi,Canada,3.1,"2,137,471","36,710,118",1,6,FALSE,2021-05-15,FALSE
movie_0098,A War,Stand-up Comedy,Adventure,Not Specified,2001,77,PG-13,English,USA,6.4,"68,373","28,637",1,6,TRUE,2022-07-27,FALSE
movie_0099,Dragon Day,Documentary,Western,Not Specified,2021,110,PG,English,UK,8.3,"68,373","28,637",1,6,FALSE,2021-07-06,TRUE
movie_0100,Adventure Dream,Movie,Fantasy,Not Specified,1996,99,TV-G,English,Canada,6,"8,590,064","28,637",1,6,FALSE,2024-07-30,FALSE
movie_0101,King House,TV Series,Animation,Not Specified,2008,45,TV-MA,English,South Korea,6.9,"68,373","28,637",3,96,FALSE,2025-07-19,FALSE
movie_0102,Fire War,TV Series,Comedy,Sci-Fi,2003,32,TV-14,Italian,South Korea,5.1,"68,373","28,637",6,74,FALSE,2023-08-17,TRUE
movie_0103,Family Battle,Stand-up Comedy,Sci-Fi,Action,2017,52,NC-17,Italian,France,8.2,"68,373","28,637",1,6,FALSE,2024-04-16,FALSE
movie_0104,Mystery Mystery,Movie,War,Fantasy,2001,107,TV-Y,English,South Korea,0.5,"68,373","13,208,249",1,6,FALSE,2024-11-24,FALSE
movie_0105,Adventure House,Movie,Animation,Adventure,1992,109,TV-MA,Korean,USA,6.3,"1,354,517","3,059,547",1,6,TRUE,2023-09-28,FALSE
movie_0106,Dragon Night,Documentary,Animation,Family,1991,89,NC-17,Spanish,South Korea,7.3,"68,373","28,637",1,6,FALSE,2020-08-25,TRUE
movie_0107,Love Kingdom,Documentary,Biography,Not Specified,2014,87,TV-MA,English,UK,6.1,"68,373","28,637",1,6,FALSE,2023-03-02,TRUE
movie_0108,First Phoenix,Movie,Fantasy,Not Specified,2000,128,TV-G,Italian,USA,7.8,"747,506","151,826,737",1,6,FALSE,2021-03-14,TRUE
movie_0109,Family Story,Movie,War,Not Specified,2023,119,PG-13,English,USA,6.5,"2,792,744","194,859,508",1,6,FALSE,2022-12-24,FALSE
movie_0110,Queen Day,Movie,Comedy,Adventure,1998,122,NC-17,English,USA,5.5,"3,551,286","28,637",1,6,TRUE,2022-06-03,FALSE
movie_0111,Kingdom Mission,Movie,Sport,Not Specified,1995,106,TV-Y7,English,USA,0.5,"770,163","3,222,643",1,6,FALSE,2021-03-12,TRUE
movie_0112,King Princess,TV Series,Music,Biography,1991,69,R,English,USA,0.5,"68,373","28,637",2,103,TRUE,2022-01-22,FALSE
movie_0113,A Quest,Movie,History,Not Specified,2022,110,PG-13,French,Germany,5.9,"845,349","4,568,753",1,6,FALSE,2020-12-09,TRUE
movie_0114,Journey King,TV Series,Animation,Mystery,2008,46,TV-PG,English,India,9.7,"68,373","28,637",9,48,FALSE,2022-10-24,FALSE
movie_0115,War Dragon,Movie,Crime,Not Specified,2021,69,NC-17,English,USA,6,"18,860,431","57,338,013",1,6,TRUE,2021-04-09,FALSE
movie_0116,Secret Story,Documentary,Biography,Documentary,1990,134,TV-14,French,France,4.7,"68,373","28,637",1,6,FALSE,2024-02-27,TRUE
movie_0117,Little Dragon,Movie,Family,Not Specified,2013,109,R,English,USA,5.2,"794,995","24,268,353",1,6,TRUE,2022-04-27,TRUE
movie_0118,Hero Love,Documentary,Sport,Not Specified,2014,96,TV-14,English,USA,0.5,"68,373","28,637",1,6,FALSE,2021-07-14,FALSE
movie_0119,Little Warrior,Documentary,Action,Adventure,2019,98,G,Hindi,South Korea,8.5,"68,373","28,637",1,6,FALSE,2025-07-26,TRUE
movie_0120,Last Mission,Movie,Mystery,Comedy,2022,152,TV-Y,English,USA,5.2,"68,373","22,144,747",1,6,FALSE,2024-04-21,FALSE
movie_0121,Last Dream,Movie,Mystery,Not Specified,2004,113,G,English,USA,6.1,"1,666,756","28,637",1,6,FALSE,2022-09-09,FALSE
movie_0122,Little Queen,Movie,History,Not Specified,2019,125,TV-MA,English,USA,3.9,"9,321,651","5,551,808",1,6,FALSE,2024-08-01,FALSE
movie_0123,Family Fire,Movie,Documentary,History,2008,109,R,English,USA,4.5,"556,402","8,920,240",1,6,TRUE,2023-04-03,FALSE
movie_0124,Bright House,TV Series,Comedy,Not Specified,2003,38,TV-Y,English,USA,6.6,"68,373","28,637",12,14,TRUE,2024-01-14,FALSE
movie_0125,Our Queen,Movie,Western,Music,2010,105,PG,English,Canada,5,"16,341,730","39,189,864",1,6,TRUE,2022-01-10,FALSE
movie_0126,Journey Princess,Movie,Sci-Fi,Biography,2003,125,TV-MA,Spanish,USA,7.4,"26,713,214","5,582,578",1,6,FALSE,2022-12-29,FALSE
movie_0127,Dragon Quest,Documentary,Music,Drama,2016,85,PG,English,USA,4.4,"68,373","28,637",1,6,FALSE,2024-12-22,FALSE
movie_0128,A Quest,Limited Series,History,Not Specified,2008,58,NC-17,English,Canada,4.9,"68,373","28,637",2,153,FALSE,2022-03-29,FALSE
movie_0129,Mission Fire,Stand-up Comedy,Sci-Fi,Crime,2000,36,TV-Y7,English,USA,0.5,"68,373","28,637",1,6,TRUE,2023-10-10,FALSE
movie_0130,Last House,Movie,Action,Not Specified,1990,36,NC-17,English,Japan,6.4,"10,949,397","45,443,003",1,6,FALSE,2020-11-19,FALSE
movie_0131,Story Mystery,Movie,Sci-Fi,Not Specified,2024,115,TV-Y7,English,USA,6.4,"31,998,338","4,303,498",1,6,TRUE,2025-04-25,FALSE
movie_0132,Dragon War,Documentary,Comedy,Not Specified,2022,95,TV-PG,Spanish,Japan,7.7,"68,373","28,637",1,6,FALSE,2021-01-12,FALSE
movie_0133,Adventure Princess,Movie,Family,Not Specified,1993,97,R,English,USA,7.8,"9,889,659","36,933,865",1,6,FALSE,2021-12-12,FALSE
movie_0134,Story Night,Stand-up Comedy,Adventure,Animation,1999,52,PG,Spanish,France,7.3,"68,373","28,637",1,6,FALSE,2023-08-24,FALSE
movie_0135,Princess House,Movie,Western,Not Specified,2016,73,TV-G,Japanese,USA,5.3,"68,373","196,392,638",1,6,FALSE,2023-08-10,FALSE
movie_0136,First House,Documentary,Adventure,Not Specified,2001,404,NC-17,English,Canada,1,"68,373","28,637",1,6,FALSE,2023-05-25,FALSE
movie_0137,First Mission,Movie,History,Not Specified,2023,106,TV-Y7,English,USA,7.6,"992,285","84,883,879",1,6,FALSE,2020-12-26,FALSE
movie_0138,Kingdom Fire,Movie,Biography,Comedy,2024,118,PG,English,Canada,5.6,"2,785,266","20,178,073",1,6,FALSE,2023-05-29,FALSE
movie_0139,Last War,Limited Series,Mystery,Not Specified,1993,23,TV-G,English,USA,4.4,"68,373","28,637",2,102,FALSE,2024-05-05,FALSE
movie_0140,City Empire,Documentary,Sport,Not Specified,2023,19,TV-14,English,France,5.6,"68,373","28,637",1,6,FALSE,2025-06-20,FALSE
movie_0141,War Story,Movie,Action,Crime,1990,96,PG,Korean,Japan,3.9,"68,373","351,613",1,6,FALSE,2024-10-30,TRUE
movie_0142,Battle Secret,Limited Series,Western,Not Specified,2018,71,TV-Y7,English,UK,0.5,"68,373","28,637",14,169,FALSE,2021-02-26,TRUE
movie_0143,Adventure Fire,Movie,Biography,Not Specified,2006,143,NC-17,German,Germany,5,"792,013","5,298,432",1,6,TRUE,2022-12-28,FALSE
movie_0144,Our Dream,TV Series,Comedy,Not Specified,2013,37,TV-14,Korean,India,9.4,"68,373","28,637",11,42,TRUE,2020-12-07,FALSE
movie_0145,Fire Empire,TV Series,Thriller,Sci-Fi,1990,40,G,English,UK,8.4,"68,373","28,637",10,197,TRUE,2024-03-09,FALSE
movie_0146,Bright Love,Movie,War,Not Specified,2014,79,PG-13,English,USA,4.4,"68,373","28,637",1,6,FALSE,2024-11-22,FALSE
movie_0147,Dark Love,Documentary,Action,Not Specified,1996,34,G,Japanese,UK,3.9,"68,373","28,637",1,6,FALSE,2023-02-11,FALSE
movie_0148,War Storm,TV Series,Mystery,Not Specified,1997,66,TV-Y7,Spanish,USA,8.9,"68,373","28,637",1,101,TRUE,2022-07-29,FALSE
movie_0149,The Fire,Documentary,Action,Not Specified,2000,364,TV-PG,Spanish,USA,3,"68,373","28,637",1,6,FALSE,2023-09-12,FALSE
movie_0150,Story Fire,Movie,Adventure,Sport,2013,157,TV-14,English,Japan,8.1,"28,183,154","26,250,908",1,6,FALSE,2022-12-26,TRUE
movie_0151,Night Love,Movie,Animation,Not Specified,2005,98,TV-Y,English,South Korea,6.2,"5,071,451","235,899",1,6,FALSE,2022-12-11,FALSE
movie_0152,Fire Quest,Movie,Documentary,Sport,1991,104,TV-MA,Hindi,USA,3.6,"68,373","28,637",1,6,FALSE,2020-10-13,FALSE
movie_0153,Phoenix Dragon,Movie,Animation,Not Specified,2007,148,NC-17,Spanish,USA,7.8,"1,445,488","28,637",1,6,TRUE,2024-01-30,FALSE
movie_0154,Bright Phoenix,TV Series,Sci-Fi,Not Specified,1998,19,TV-Y,Italian,UK,5,"68,373","28,637",14,187,TRUE,2024-01-15,FALSE
movie_0155,Dream Battle,Movie,Romance,Not Specified,2005,140,TV-Y7,English,USA,6.5,"68,373","10,889,136",1,6,FALSE,2025-07-01,FALSE
movie_0156,An Ice,Movie,History,Thriller,2019,111,TV-14,English,France,6,"19,903,417","10,427,828",1,6,TRUE,2023-07-16,FALSE
movie_0157,Last Ice,Documentary,Sport,Not Specified,2001,77,R,German,USA,10,"68,373","28,637",1,6,FALSE,2022-02-15,FALSE
movie_0158,Storm Princess,Documentary,War,Not Specified,2019,110,R,English,USA,0.5,"68,373","28,637",1,6,FALSE,2022-02-27,TRUE
movie_0159,Battle Family,Movie,Drama,Mystery,2001,121,NC-17,Korean,India,7.7,"6,129,856","6,244,192",1,6,FALSE,2023-01-23,FALSE
movie_0160,Love Journey,Movie,Comedy,Not Specified,2016,10,R,Italian,Canada,6.6,"9,355,608","738,634,327",1,6,FALSE,2023-08-19,FALSE
movie_0161,Our King,Movie,Western,Not Specified,1993,97,TV-Y,English,Germany,6.5,"3,405,303","894,261",1,6,FALSE,2021-02-20,FALSE
movie_0162,Day Fire,TV Series,Animation,Sci-Fi,2005,40,TV-PG,Spanish,South Korea,5.8,"68,373","28,637",5,111,FALSE,2021-08-23,FALSE
movie_0163,Bright War,Movie,Comedy,Not Specified,2015,85,TV-PG,English,USA,5.7,"503,735","58,761,541",1,6,FALSE,2021-01-10,TRUE
movie_0164,Quest Ice,Movie,Romance,Western,1995,111,TV-14,English,USA,0.5,"2,398,917","35,707,634",1,6,FALSE,2021-01-13,FALSE
movie_0165,Bright Day,Movie,Action,Sci-Fi,2018,91,G,English,Germany,7.6,"456,624","82,210",1,6,FALSE,2023-11-21,FALSE
movie_0166,Mystery Princess,TV Series,Western,Not Specified,2012,66,TV-G,English,USA,3.3,"68,373","28,637",10,54,TRUE,2024-02-03,FALSE
movie_0167,Battle Night,TV Series,Adventure,Not Specified,2010,37,TV-MA,Italian,USA,0.5,"68,373","28,637",9,178,FALSE,2021-06-26,FALSE
movie_0168,Love Love,Movie,Crime,Mystery,1997,103,G,English,USA,6.9,"5,781,768","28,637",1,6,TRUE,2023-02-13,FALSE
movie_0169,Storm Day,TV Series,Western,Not Specified,1998,53,TV-PG,English,Canada,6.9,"68,373","28,637",13,81,FALSE,2025-01-20,FALSE
movie_0170,Phoenix Love,Movie,Horror,Not Specified,1997,537,R,English,South Korea,6.1,"431,570","6,675,003",1,6,FALSE,2024-03-10,TRUE
movie_0171,Dream Warrior,Movie,Biography,Not Specified,1994,110,TV-14,English,USA,1.4,"3,768,477","11,316,045",1,6,FALSE,2021-05-21,FALSE
movie_0172,My Story,Movie,Horror,Not Specified,1993,94,TV-Y,Spanish,USA,10,"5,064,920","11,553,135",1,6,FALSE,2023-09-10,FALSE
movie_0173,Little Dragon,Stand-up Comedy,Sci-Fi,History,2002,58,TV-Y,Hindi,Canada,7.2,"68,373","28,637",1,6,TRUE,2022-02-04,FALSE
movie_0174,City Battle,TV Series,Thriller,Not Specified,2020,50,TV-Y7,Spanish,France,0.5,"68,373","28,637",7,78,FALSE,2023-11-06,FALSE
movie_0175,Fire Day,Movie,Fantasy,Not Specified,2002,137,TV-G,German,USA,8.9,"365,831","28,637",1,6,TRUE,2023-07-13,FALSE
movie_0176,Dream City,TV Series,Documentary,Not Specified,2008,39,TV-Y7,French,USA,4.4,"68,373","28,637",10,116,TRUE,2022-09-02,FALSE
